2/5/25,,,,,,,,,
County,Auth #,Organization Name,Center Name,Address,Address 2,City,Zip,Phone,Extension
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,TAMPA COMMUNITY CENTER,1725 E FLOWLER AVE,,TAMPA,33612,8135247070,
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,TAMPA ELITE SPORTS ACADEMY,8001 SHELDON RD.,,TAMPA,33615,8134435067,
HILLSBOROUGH,812,HILLSBOROUGH CTY BOCC,TAMPA HEIGHTS HEAD START/EARLY HEAD START CENTER,175 E FRANCES ST,,TAMPA,33602,8132725140,
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,THE ACADEMY AT TRUE SANCTUARY OF PRAISE,"6528 S US HWY 301, #114",,RIVERVIEW,335780000,8133195862,
HILLSBOROUGH,3869,THE GROWING TREE ACADEMY,THE GROWING TREE ACADEMY,8718 S. MOBLEY RD.,,TAMPA,336261505,8139209367,
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,THE PEACOCK'S PLUME COMPANY,1094 BLOOMINGDALE AVENUE,,VALRICO,33596,8136840700,
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,TINY FEET LEARNING ACADEMY,"7902 W WATERS AVE, SUITE K",,TAMPA,33615,8138897777,
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,TOGETHER TIME,15306 CASEY RD.,,TAMPA,33624,8139621733,
HILLSBOROUGH,6057,TOP KIDS BILINGUAL PRESCHOOL,TOP KIDS BILINGUAL PRESCHOOL,"6701 S MANHATTAN AVE, STE D",,TAMPA,336161413,8134427485,
HILLSBOROUGH,6379,TOP KIDS BILINGUAL PRESCHOOL 7,TOP KIDS BILINGUAL PRESCHOOL 7,3805 JOHN MOORE DR,,BRANDON,335117844,8135733774,
HILLSBOROUGH,6647,TOP KIDS BILINGUAL PRESCHOOL MACDILL CAMPUS,TOP KIDS BILINGUAL PRESCHOOL MACDILL CAMPUS,6807 S MACDILL AVENUE,,TAMPA,336115502,8133743037,
HILLSBOROUGH,6056,TOP KIDS BILINGUAL PRESCHOOL RIVERVIEW,TOP KIDS BILINGUAL PRESCHOOL RIVERVIEW,10530 LAKE ST CHARLES BLVD,,RIVERVIEW,335684595,8138710624,
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,TOP KIDS PRESCHOOL 5,202 E BROAD STREET,,TAMPA,33604,8134436441,
HILLSBOROUGH,812,HILLSBOROUGH CTY BOCC,TOWN AND COUNTRY COMMONS HEADSTART,"7606 PAULA DRIVE, #110",,TAMPA,33615,8135545096,
HILLSBOROUGH,6252,TWO STEPS AHEAD EARLY LEARNING CENTER,TWO STEPS AHEAD EARLY LEARNING CENTER LLC,3905 E REGNAS AVE,,TAMPA,336042419,8139149543,
HILLSBOROUGH,6764,VANGUARD KIDS,VANGUARD KIDS,12660 SYDNEY RD,,DOVER,335275957,8135300032,
HILLSBOROUGH,3931,WEST TAMPA EARLY LEARNING CENTER LLC,WEST TAMPA EARLY LEARNING CENTER LLC,3812 1/2 N ARMENIA AVE,,TAMPA,336071306,8138730473,
HILLSBOROUGH,4061,WINDSOR LEARNING ACADEMY,WINDSOR LEARNING ACADEMY,6920 HANLEY RD,,TAMPA,336343542,8132431911,
HILLSBOROUGH,5880,WONDER KIDZ ACADEMY II LLC,WONDER KIDZ ACADEMY II LLC,8018 HANLEY RD,,TAMPA,336342202,8133911862,
HILLSBOROUGH,1458,CORNERSTONE FAMILY MINISTRIES,YBOR EARLY LEARNING CENTER,2003 N 36TH STREET,,TAMPA,33605,8132488441,
HOLMES,3939,EDUCATION STATION LEARNING CENTER LLC #2,EDUCATION STATION LEARNING CENTER LLC 2,515 ARMSTRONG ST,,BONIFAY,324252607,8505472100,
HOLMES,3187,"EDUCATION STATION LEARNING CENTER, LLC","EDUCATION STATION LEARNING CENTER, LLC",505 SOUTH DEPOT STREET,,BONIFAY,324252607,8505474058,
HOLMES,4418,KIDZVILLE INC,KIDZVILLE INC,108 E MICHIGAN AVE,,BONIFAY,324251802,8505475652,
HOLMES,811,SMALL WORLD DAY CARE CTR.,SMALL WORLD DAY CARE CENTER INC,501 S MATHUSHEK ST,,BONIFAY,324252535,8505473325,
HOLMES,728,"TRI-COUNTY COMM. COUN., INC.",TRI-COUNTY HEAD START (2),2499 CYPRESS STREET,,WESTVILLE,32464,8505485630,
INDIAN RIVER,6318,BRIDGES EARLY LEARNING CENTER,BRIDGES EARLY LEARNING CENTER,1590 27TH AVE,,VERO BEACH,329603276,7727785981,
INDIAN RIVER,3519,"CHILDCARE RESOURCES OF INDIAN RIVER, INC.","CHILDCARE RESOURCES OF INDIAN RIVER, INC.",2300 5TH AVENUE,SUITE 149,VERO BEACH,329600528,7727788884,131
INDIAN RIVER,729,ECONOMIC OPPORTUNITIES,DOUGLAS HEAD START CENTER,8445 64TH AVENUE,,WABASSO,32970,5615898008,
INDIAN RIVER,2677,"CHILD CARE OF SOUTHWEST FL., INC.",HOPE MONTESSORI ACADEMY INC,2715 ATLANTIC BLVD,,VERO BEACH,32960,7725624417,
INDIAN RIVER,2677,"CHILD CARE OF SOUTHWEST FL., INC.",KALYNA'S CHILD CARE CENTER,3981 45TH PLACE,,VERO BEACH,32967,7725013089,
INDIAN RIVER,6544,KID CITY USA VERO BEACH,KID CITY USA VERO BEACH,760 20TH AVE,,VERO BEACH,329521418,7727782262,
INDIAN RIVER,4894,KIDS AND NURSES PPEC CENTER,KIDS AND NURSES PPEC CENTER,3660 20TH STREET,,VERO BEACH,32960,7722265059,
INDIAN RIVER,1348,LA PETITE ACADEMY,LA PETITE ACADEMY INC,1418 27TH AVENUE,,VERO BEACH,32960,5615626700,
INDIAN RIVER,3674,"LITTLE RISING STARS, INC.","LITTLE RISING STARS, INC.",2855 58TH AVE,,VERO BEACH,329662072,7725697774,
INDIAN RIVER,5089,MRS THERESA'S CHILD CARE CENTER,MRS.THERESA'S CHILD CARE CENTER,4895 38TH CIRCLE,,VERO BEACH,329670942,7727944711,
INDIAN RIVER,3676,OXFORD ACADEMY PRESCHOOL OF VERO BEACH,OXFORD ACADEMY PRESCHOOL OF VERO BEACH,1728  24TH ST,,VERO BEACH,329603352,7727703180,
INDIAN RIVER,557,REDLANDS CHRISTIAN MIG. ASSOC.,RCMA CHILDREN'S HOUSE,7625 85TH STREET,,VERO BEACH,32967,7723880651,
INDIAN RIVER,557,REDLANDS CHRISTIAN MIG. ASSOC.,RCMA INDIAN RIVER ROBERT COVILL CDC (29),111 N MAPLE STREET,,FELLSMERE,32948,7725710471,
INDIAN RIVER,557,REDLANDS CHRISTIAN MIG. ASSOC.,RCMA WHISPERING PINES CDC,10076 ESPERANZA CIRCLE,,FELLSMERE,32948,7725718331,
INDIAN RIVER,729,ECONOMIC OPPORTUNITIES,ST. HELEN'S HEAD START CENTER,3550 41ST ST.,,VERO BEACH,32967,7725898008,3101
INDIAN RIVER,1492,ST. PETER'S MISSIONARY BAPTIST CHURCH PRESCHOOL,ST. PETERS MISSIONARY BAPTIST CHURCH PRESCHOOL,4250 38TH AVENUE,,VERO BEACH,329671711,7725678315,
INDIAN RIVER,3627,THE LEARNING NEST,THE LEARNING NEST,1088 BARBER STREET,,SEBASTIAN,329585576,7725893288,
INDIAN RIVER,3932,TINY TREASURES,TINY TREASURES,1001 ROSELAND ROAD,,SEBASTIAN,329585010,7722289980,
INDIAN RIVER,4402,VERO BEACH PRESCHOOL INC,VERO BEACH PRESCHOOL INC,890 6TH AVE,,VERO BEACH,329605918,7722267182,
INDIAN RIVER,3417,WILLIAMS CHILD CARE AND PRESCHOOL,WILLIAMS CHILD CARE AND PRESCHOOL,2405 14TH AVE,,VERO BEACH,329603303,7725625801,
INDIAN RIVER,6676,WORLD CLASS ACADEMY,WORLD CLASS ACADEMY,1285 6TH AVE,,VERO BEACH,329605829,7725624202,
JACKSON,6404,ALONG THE WAY,ALONG THE WAY,2351/2350 HWY 73,,MARIANNA,324485445,8504824999,
JACKSON,2640,CAVERNS LEARNING CENTER,CAVERNS LEARNING CENTER,3383 CAVERNS RD.,,MARIANNA,32446,8505262273,
JACKSON,5018,JACKSON COUNTY EARLY CHILDHOOD PROGRAMS,COTTONDALE ELEMENTARY SCHOOL,2766 LEVY ST,,COTTONDALE,324313326,8504829820,222
JACKSON,5018,JACKSON COUNTY EARLY CHILDHOOD PROGRAMS,GRACEVILLE ELEMENTARY,5539 BROWN ST,,GRACEVILLE,324402111,8504821271,221
JACKSON,5018,JACKSON COUNTY EARLY CHILDHOOD PROGRAMS,JACKSON COUNTY EARLY CHILDHOOD CENTER,4283 KELSON AVE,,MARIANNA,32446,8504829698,241
JACKSON,6419,JACOLA,JACOLA,4133 LAFAYETTE STREET,,MARIANNA,324465652,8503559901,
JACKSON,561,KIDDIE CAMPUS LLC,KIDDIE CAMPUS (SNEADS),7950 DAVIS STREET,,SNEADS,32460,8505931210,
JACKSON,561,KIDDIE CAMPUS LLC,KIDDIE CAMPUS - COMMERCIAL PARK,2453 COMMERCIAL PARK DR.,,MARIANNA,32448,8505261115,
JACKSON,5018,JACKSON COUNTY EARLY CHILDHOOD PROGRAMS,MALONE SCHOOL,5361 9TH ST,,MALONE,324453441,8504829930,223
JACKSON,5018,JACKSON COUNTY EARLY CHILDHOOD PROGRAMS,SNEADS ELEMENTARY,1961 LOCKEY DR,,SNEADS,32460,8504829003,241
JACKSON,4483,"THE LEARNING TREE, EEC MARIANNA",THE LEARNING TREE EEC MARIANNA,3654 HWY 71,,MARIANNA,324468074,8503724231,
JACKSON,5973,TIPPY TOES DAY CARE,TIPPY TOES DAY CARE,2140 CHURCH ST,,MARIANNA,324482587,8503690047,
JACKSON,6505,TRACEY'S EARTH ANGELS LLC,TRACEY'S EARTH ANGELS LLC,8007 CHURCH ST,,SNEADS,324602742,8505936600,
JEFFERSON,3765,CREATIVE MOMENTS LEARNING CENTER INC,CREATIVE MOMENTS LEARNING CENTER INC,535 N WIRICK ST,,MONTICELLO,323442042,8503421111,
JEFFERSON,621,KIDS INC. OF THE BIG BEND,JEFFERSON COUNTY EARLY HEAD START,395 E. WASHINGTON ST.,,MONTICELLO,32344,8509974736,
JEFFERSON,731,"CAPITAL AREA COMM ACTION AGENCY, INC",JEFFERSON COUNTY HEAD START(7),940 & 950 MAMIE SCOTT DRIVE,,MONTICELLO,32344,8502222043,1006
JEFFERSON,1721,LITTLE ANGELS IN TRAINING LLC,LITTLE ANGELS IN TRAINING LLC,1555 W. WASHINGTON ST.,,MONTICELLO,323441133,8509975656,
JEFFERSON,2390,LUCY'S CHRISTIAN ACADEMY,LUCY'S CHRISTIAN ACADEMY,855 GOLDBERG STREET,,MONTICELLO,323442718,8503423208,
JEFFERSON,2044,OUR BLESSINGS EARLY LEARNING CENTER,OUR BLESSINGS EARLY LEARNING CENTER,295 EAST PALMER MILL RD.,,MONTICELLO,323446333,8509971110,
LAFAYETTE,177,SUWANNEE VALLEY 4CS,MAYO LEARNING CENTER,415 N.E. BLOXHAM ST.,,MAYO,32066,3862941903,
LAFAYETTE,2945,TINY TOTS,TINY TOTS,194 SE MALONE AVENUE,,MAYO,320660000,3862943936,
LAFAYETTE,3131,WEE KARE ACADEMY OF MAYO,WEE KARE ACADEMY OF MAYO,311 NE CRAWFORD ST,,MAYO,320666523,3862945437,
LAKE,6485,AIM HIGH ACADEMY UMATILLA CAMPUS,AIM HIGH ACADEMY UMATILLA CAMPUS,755 S CENTRAL AVENUE,,UMATILLA,327849504,3527470004,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",AMORE LEARNING ACADEMY-EUSTIS,2211 E ORANGE AVENUE,,EUSTIS,32726,3523573833,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",AMORE LEARNING ACADEMY-MOUNT DORA,1732 N DONNELLY STREET,,MOUNT DORA,32757,3573831141,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",AMORE LEARNING ACADEMY-SORRENTO,24534 STATE ROAD 44,,SORRENTO,32776,3523572100,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",AMORE LEARNING ACADEMY-TAVARES,318 E MAUD STREET,,TAVARES,32778,3523432555,
LAKE,3597,AQUARELLE KIDS,AQUARELLE KIDS,16010 GREATER GROVES BLVD.,,CLERMONT,347148034,3522426232,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",AVI CHILDCARE CENTER,9350 US HIGHWAY 192,,CLERMONT,34714,4073603253,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",BROWN'S EARLY LEARNING ACADEMY,111 S DIXIE AVE,,FRUITLAND PARK,34731,3522551144,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",BROWN'S EARLY LEARNING ACADEMY NORTH LLC,1310 N SHORE DR,,LEESBURG,34748,3522551144,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",BROWN'S EARLY LEARNING ACADEMY SOUTH LLC,1704 VINE STREET,,LEESBURG,34748,3522551144,
LAKE,2907,"CHILDTIME CHILDCARE, INC.",CHILDTIME LEARNING CENTER,13827 COUNTY RD 455,,CLERMONT,34711,4079059485,
LAKE,6455,CREATIVE CHILD LEARNING CENTER AT CLERMONT,CREATIVE CHILD LEARNING CENTER AT CLERMONT,360 MOHAWK RD,,CLERMONT,347157434,3522434744,
LAKE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",CREATIVE KIDS LEARNING CENTER,904 STARBIRD ST,,EUSTIS,32726,3523578005,
LAKE,6609,DOTS TOTS PRESCHOOL LLC,DOTS TOTS PRESCHOOL LLC,628 S BAY STREET,,EUSTIS,327268208,3529737899,
LAKE,583,"EPISCOPAL CHILDREN'S SERVICES, INC.",ECS CLERMONT HS/EHS,690 E DESOTO ST,,CLERMONT,34711,3523944289,
LAKE,583,"EPISCOPAL CHILDREN'S SERVICES, INC.",ECS INC LEESBURG HEAD START/ EARLY HEAD START,1111 PAMELA STREET,,LEESBURG,34748,3528054604,
LAKE,583,"EPISCOPAL CHILDREN'S SERVICES, INC.",ECS MT DORA HEAD START/EARLY HEAD START,1560 N HIGHLAND STREET,,MOUNT DORA,32757,3527292360,
LAKE,6413,ENCANTO KIDS ACADEMY II LLC,ENCANTO KIDS ACADEMY II LLC,153 MILLS ST,,GROVELAND,347362507,3525574109,
LAKE,583,"EPISCOPAL CHILDREN'S SERVICES, INC.",EPISCOPAL CHILDREN'S SERVICES EUSTIS HEAD START & EARLY HEAD START,550 E MCDONALD AVENUE,,EUSTIS,32726,3508224275,
LAKE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",EXPLORATION'S CHILDCARE AND LEARNING CENTER,20540 INDEPENDENCE BLVD,,GROVELAND,34736,3524297608,
LAKE,6508,FREEDOM CHRISTIAN ACADEMY,FREEDOM CHRISTIAN ACADEMY,197 E LAVISTA ST,,FRUITLAND PARK,347314423,3523072100,1
LAKE,5051,GOLDEN TRIANGLE LEARNING CENTER,GOLDEN TRIANGLE LEARNING CENTER,351 PLAZA DR.,,EUSTIS,327266558,3524771820,
LAKE,5301,GOLDEN TRIANGLE LEARNING CENTER OF LEESBURG,GOLDEN TRIANGLE LEARNING CENTER OF LEESBURG,32506 CR 473,,LEESBURG,347888812,3526092053,
LAKE,5454,GWENDOLYN'S CHILDCARE AND LEARNING CENTER LLC,GWENDOLYN'S CHILDCARE AND LEARNING CENTER LLC,1014 GEORGIA AVE,,LEESBURG,347483708,3528017187,
LAKE,5483,HARLEYS ANGELS CHILD CARE CENTER,HARLEYS ANGELS CHILD CARE CENTER,461 W. ARDICE AVE.,,EUSTIS,327266573,3523577000,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",HONEY BEE'S EDUCATIONAL CENTER II,800 N LEE ST,,LEESBURG,34748,3524354505,
LAKE,6416,KID CITY USA EUSTIS,KID CITY USA EUSTIS,201 WEST CHESLEY AVE,,EUSTIS,327266106,3525890006,
LAKE,6237,KID CITY USA LEESBURG,KID CITY USA LEESBURG,710 CARPENTER AVE,,LEESBURG,347485602,3524600627,
LAKE,6222,KID CITY USA MOUNT DORA,KID CITY USA MOUNT DORA,310 S HIGHLAND ST,,MOUNT DORA,327575702,3527296482,
LAKE,4074,KIDS OF DISTINCTION,KIDS OF DISTINCTION - EAST,212 S CHILDS ST,,LEESBURG,347485908,3527286079,
LAKE,6606,KIDS OF DISTINCTION - MAIN STREET,KIDS OF DISTINCTION - MAIN STREET,1414 W. MAIN ST BLDG B,,LEESBURG,347489709,3523234804,
LAKE,4076,KIDS OF DISTINCTION-WEST,KIDS OF DISTINCTION - WEST,927 COUNTY ROAD 468,,LEESBURG,347489709,3523231241,
LAKE,6401,KIDS OF DISTINCTION SOUTHLAKE,KIDS OF DISTINCTION SOUTHLAKE,155 IVEY AVENUE,,GROVELAND,347362409,3524292055,
LAKE,4075,KIDS OF DISTINCTION-AGAPE,KIDS OF DISTINCTION-AGAPE,315 N 15TH ST,,LEESBURG,347484817,3523650128,
LAKE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",KIDZ TO KIDS LEARNING CENTER LLC,1114 N NEW HAMPSHIRE AVE,,TAVARES,32778,3523425000,
LAKE,1830,LAKE COUNTY PREP ACADEMY LLC,"LAKE COUNTY PREP ACADEMY, LLC",922 N. GROVE STREET,,EUSTIS,327262806,3523576214,
LAKE,1993,"LITTLE DARLINGS CHILDREN CENTER, INC.","LITTLE DARLINGS CHILDREN CENTER, INC.",499 N ORANGE AVE,,UMATILLA,327848857,3526695545,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",LITTLE JOURNEY'S LEARNING CENTER INC,15831 DORA AVENUE,,TAVARES,32778,3525897703,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",LITTLE JOURNEY'S LEARNING CENTER INC 2,10401 US HIGHWAY 441,,LEESBURG,34788,3525514840,
LAKE,5360,LITTLE VILLAGE INC,LITTLE VILLAGE INC,36540 VIA MARCIA,,FRUITLAND PARK,347315393,3523236111,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC",LUV N HUGS LEARNING CENTER III,305 E FOUNTAIN STREET,,FRUITLAND PARK,34731,3527870829,
LAKE,1882,"CHILDHOOD DEVELOPMENT SERVICES, INC","PORTER'S EDUCATIONAL PLAYHOUSE ""LLC""",2220 W. MAIN STREET,,LEESBURG,34748,3523487820,
LAKE,6635,POTTER'S HANDS CHRISTIAN ACADEMY,POTTER'S HANDS CHRISTIAN ACADEMY,205 WOODFIELD COURT,,GROVELAND,347368223,3526551200,
LAKE,557,REDLANDS CHRISTIAN MIG. ASSOC.,RCMA MASCOTTE CHILD DEVELOPMENT CENTER (6),125 WEST MYERS BLVD.,,MASCOTTE,34753,3524029011,
LAKE,6394,SHERWOOD PRESCHOOL ACADEMY,SHERWOOD PRESCHOOL ACADEMY,3200 LAKE CENTER DR,,MOUNT DORA,327572370,3523836075,
LAKE,6738,TINY TREASURES LEARNING ACADEMY,TINY TREASURES LEARNING ACADEMY,1201 E ALFRED ST,,TAVARES,327783407,3523438585,
LAKE,3500,TRINITY LEARNING CENTER,TRINITY LEARNING CENTER,200 URICK ST.,,FRUITLAND PARK,347314316,3527874510,
LAKE,5320,WE ARE THE FUTURE ACADEMY,WE ARE THE FUTURE ACADEMY,207 GROVELAND FARMS RD.,,GROVELAND,347362015,3524294888,
LAKE,4542,WE CARE CHILD CARE,WE CARE CHILD CARE,100 S GRAND HWY,,CLERMONT,347113033,3529992514,
LEE,3660,A LEARNING CENTER OF HOPE,A LEARNING CENTER OF HOPE,25999 OLD 41 ROAD,,BONITA SPRINGS,341357824,2399926952,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",ABC LEARNING CENTER,13610 LEARNING CT,,FT. MYERS,33919,2394814177,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",ABC PRESCHOOL INC,4839 PALM BEACH BLVD,,FT. MYERS,33905,2396930090,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",ADVANCED LEARNING ACADEMY LLC,1012 DONALD RD,,NORTH FT. MYERS,33917,2397316600,
LEE,6611,ALL SUPERSTARS DOWNTOWN,ALL SUPERSTARS DOWNTOWN,1718 SE 47TH STREET,,CAPE CORAL,339048730,2395407847,
LEE,4617,ALL SUPERSTARS MIDTOWN,ALL SUPERSTARS MIDTOWN,1412 SE 16TH PL,,CAPE CORAL,339903819,2395743515,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",ALL SUPERSTARS NFM,1313 LAUREL DRIVE,,NORTH FT. MYERS,33917,2395992031,
LEE,2019,ALOHA ANGELS CHILDREN'S CENTER,ALOHA ANGELS CHILDREN'S CENTER,8312 ALOHA ROAD,,FT. MYERS,339672671,2394615437,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",ALPHABET ZOO II,810 LAFAYETTE ST,,CAPE CORAL,33904,2395423938,
LEE,4417,AMAZING KIDZ ACADEMY,AMAZING KIDZ ACADEMY,3348 EDGEWOOD AVENUE,BLDG. E,FT. MYERS,339160000,2393344040,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",ANGEL OF HOPE CHRISTIAN ACADEMY,3856 EVANS AVENUE,,FT. MYERS,33901,2399362422,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",BILL AUSTEN YOUTH CENTER (CREATIVE CUBS),315 SW 2ND AVE,,CAPE CORAL,33991,2392423950,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",BONITA ESTERO PRESCHOOL,8951 BONITA BEACH RD,,BONITA SPRINGS,34135,2399083068,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",BONITA SPRINGS YMCA THE SUWYN EARLY LEARNING CENTER,27220 KENT ROAD,,BONITA SPRINGS,34134,2392217560,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",BRIGHT FUTURES CHILDRENS CENTER,2465 KATHERINE ST.,,FT. MYERS,33901,2393325819,
LEE,2468,BRIGHTON ACADEMY I,BRIGHTON ACADEMY I,3300 SANTA BARBARA BLVD,,CAPE CORAL,339145089,3059343579,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",BUGABOOS KIDS CLUB & LEARNING CENTER LLC,15250 S TAMIAMI TRAIL,STE 116,FT. MYERS,33908,2392458920,
LEE,6579,BUSY BEES LEARNING CENTER 4,BUSY BEES LEARNING CENTER 4 CORP,14801 PALM BEACH BLVD STE 200,,FT. MYERS,339052312,2396900104,
LEE,4565,BUSY BEES LEARNING CENTER II CORP.,BUSY BEES LEARNING CENTER II CORP,5002 LEE BLVD,,LEHIGH ACRES,339711015,2394916433,
LEE,6122,BUSY BEES LEARNING CENTER III,BUSY BEES LEARNING CENTER III,505 SUNSHINE BLVD N,,LEHIGH ACRES,339711422,2392307161,
LEE,2875,"BUSY BEES LEARNING CENTER, CORP.","BUSY BEES LEARNING CENTER, CORP.",4803 LEE BLVD.,,LEHIGH ACRES,339711630,2393680157,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",CAPE CHILD DEVELOPMENT CENTER,636 DEL PRADO BLVD,,CAPE CORAL,33990,2397724311,
LEE,3249,"CHALLENGED MINDS LEARNING CTR., INC","CHALLENGED MINDS LEARNING CENTER, INC.",1851 COMMERCIAL DR.,,FT. MYERS,339019012,2392752031,
LEE,3529,CREATIVE KIDZ ACADEMY OF CAPE CORAL INC,CREATIVE KIDZ ACADEMY OF CAPE CORAL,2722 SE SANTA BARBARA PL,,CAPE CORAL,33904,2397728727,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",DREAM BIG LEARNING ACADEMY LLC,6324 CORPORATE CT,,FT. MYERS,33919,2392458362,
LEE,6706,DREAMERS' ACADEMIA,DREAMERS' ACADEMIA LLC,660 PINE STREET,,FT. MYERS,339163835,2392012065,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",END OF THE RAINBOW LEARNING ACADEMY,3050 MICHIGAN AVE,,FT. MYERS,33916,2394783118,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",END OF THE RAINBOW LEARNING ACADEMY 2,3347 FOWLER STREET,,FT. MYERS,33901,2393136277,
LEE,4345,FAMILY OF FAITH PRE-SCHOOL & DAYCARE INC,FAMILY OF FAITH PRE-SCHOOL & DAY CARE,4544 CORONADO PKWY,,CAPE CORAL,339047335,2395402561,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",FOUNDATIONS EARLY LEARNING CENTER,4118 CORONADO PARKWAY,,CAPE CORAL,33904,2395424051,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",GOLISANO CHILDREN'S HOSPITAL PPEC,15901 BASS ROAD SUITE 106,,FT. MYERS,33908,2393436590,
LEE,5646,GRACE COMMUNITY SCHOOL OF BONITA SPRINGS,GRACE COMMUNITY SCHOOL OF BONITA SPRINGS,8971 BRIGHTON LANE,,BONITA SPRINGS,341357505,2399487878,
LEE,5649,GRACE COMMUNITY SCHOOL OF FORT MYERS,GRACE COMMUNITY SCHOOL OF FORT MYERS,1688 MEDICAL LANE,,FT. MYERS,339071109,2393343325,
LEE,5665,GRACE COMMUNITY SCHOOL OF LEHIGH,GRACE COMMUNITY SCHOOL OF LEHIGH,3732 LEE BLVD.,,LEHIGH ACRES,339711305,2393683820,
LEE,5666,GRACE COMMUNITY SCHOOL OF N. FORT MYERS,GRACE COMMUNITY SCHOOL OF N. FORT MYERS,4735 ORANGE GROVE BLVD.,,NORTH FT. MYERS,339034554,2399973727,
LEE,5635,GRACE COMMUNITY SCHOOL OF SKYLINE,GRACE COMMUNITY SCHOOL OF SKYLINE,2932 SKYLINE BLVD.,,CAPE CORAL,339144651,2394581644,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",HALLS CHILD CARE INC,1648 PALMETTO AVE,,FT. MYERS,33916,2396916422,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",HAPPY TIME LEARNING ACADEMY,1650 MEDICAL LANE SUITE 1,,FT. MYERS,33907,2399360063,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",HEALTHPARK CHILD DEVELOPMENT CENTER,16150 ROSE RUSH COURT,,FT. MYERS,33908,2393436130,
LEE,618,"CHILD CARE OF S.W. FLA., INC.",JOSEPH H. MESSINA CHILDREN'S CENTER,4650 FOWLER STREET,,FT. MYERS,33907,2392781148,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",JUST 4 KIDZ,3638 EVANS AVENUE,,FT. MYERS,33901,2398873792,
LEE,3107,KID'S WORLD PRESCHOOL,KID'S WORLD PRESCHOOL INC,1126 NE 16TH TERRACE,,CAPE CORAL,339098930,2395737233,
LEE,6119,KID'S WORLD PRESCHOOL INC,KID'S WORLD PRESCHOOL INC,1942 SKYLINE BOULEVARD,,CAPE CORAL,339913365,2395999010,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",KIM'S HAPPY TIME CHILDCARE FORT MYERS INC,2932 DOUGLAS AVE,,FT. MYERS,33916,2392261442,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",KINDERLAND PLACE II,4928 PARK MEADOW LN,,FT. MYERS,33907,2393621400,
LEE,2677,"CHILD CARE OF SOUTHWEST FL., INC.",KINDERLAND PLACE INC,12330 WESTLINKS DRIVE,,FT. MYERS,33913,2395618866,
LEE,2348,KINDERWORLD ACADEMY,KINDERWORLD ACADEMY,17110 CAPRI DRIVE,,FT. MYERS,339672572,2392677557,
LEE,6746,KING'S WORLD ACADEMY CORP,KING'S WORLD ACADMY CORP,3114 LEE BLVD UNIT A2,,LEHIGH ACRES,339712421,2394912925,
